Name,address,star,Rating+Noreview,Rank,price,seat,openclosedate-time,type,facilities
เกียวโต อุจิ ซาเรียว (Kyoto Uji Saryo),สั่งได้ ส่งถึง สั่งเลย!,3.9, 73 เรตติ้ง (61 รีวิว),อันดับ #3 จาก 102, (251 - 500 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['10:00 - 22:00']},"อาหารญี่ปุ่น,ร้านกาแฟ/ชา,","[{'เกียวโต อุจิ ซาเรียว (Kyoto Uji Saryo)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
Varen BKK,14 ถนน ตรีเพชร กรุงเทพมหานคร (MRT สามยอดทางออก 3 ตรงข้ามเฉลิมกรุง ฝั่ง ทางเข้าที่จอดรถตึกดิโอลด์สยามพลาซ่า),4, 75 เรตติ้ง (48 รีวิว),"อันดับ #44 จาก 27,926", (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['08:00 - 17:00']},"ร้านกาแฟ/ชา,คาเฟ่,อาหารไทย,","[{'Varen BKK': True, 'ที่จอดรถ': False, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Coffee No.9,A-1 Ari ซอย อารีย์ 1 เขตพญาไท กรุงเทพมหานคร 10400 กรุงเทพมหานคร,3.9, 101 เรตติ้ง (77 รีวิว),"อันดับ #45 จาก 27,926", (ต่ำกว่า 100 บาท),ไม่เกิน 10 ที่นั่ง,"{'จันทร์ - ศุกร์': ['07:00 - 16:00'], 'เสาร์, อาทิตย์': ['08:00 - 16:00']}","ร้านกาแฟ/ชา,","[{'Coffee No.9': True, 'ที่จอดรถ': True, 'Wi-Fi': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Lobster & Oyster (ล็อบสเตอร์ แอนด์ ออยสเตอร์),26/1 หมู่9 ถนน คลองลำเจียก กรุงเทพมหานคร (Inside Of The Pud English Garden Area),4.2, 79 เรตติ้ง (55 รีวิว),"อันดับ #40 จาก 11,196"," (มากกว่า 1,000 บาท)",11 - 40 ที่นั่ง,{'อังคาร - อาทิตย์': ['12:00 - 21:00']},"อาหารทะเล,สเต๊ก,ร้านกาแฟ/ชา,","[{'Lobster & Oyster (ล็อบสเตอร์ แอนด์ ออยสเตอร์)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
Noove Caff (นูฟ-แคฟ),"73/1 , ถนนพุทธมณฑลสาย2ซอย10 ซอยวุฒิพงษ์ บางแคเหนือ บางแค กรุงเทพมหานคร กรุงเทพมหานคร",4, 31 เรตติ้ง (22 รีวิว),อันดับ #1 จาก 727, (ต่ำกว่า 100 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['07:30 - 17:00']},"ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'Noove Caff (นูฟ-แคฟ)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Gimmick Cafe & Restaurant,589/10  ถนน ประชาอุทิศ เขตวังทองหลาง กรุงเทพมหานคร 10310 กรุงเทพมหานคร,4, 95 เรตติ้ง (68 รีวิว),"อันดับ #3 จาก 1,252", (251 - 500 บาท),41 - 80 ที่นั่ง,{'ทุกวัน': ['09:00 - 22:00']},"อาหารไทย,ร้านกาแฟ/ชา,อาหารใต้,","[{'Gimmick Cafe & Restaurant': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
D'Eiffel (ดิ 'ไอเฟล),"Soi Sala Thammasop 64, Sala Thammasop, Bangkok, 10170, Thailand กรุงเทพมหานคร (อยู่ซอยศาลาธรรมสพน์ 64)",4.1, 106 เรตติ้ง (77 รีวิว),อันดับ #17 จาก 298," (501 - 1,000 บาท)",41 - 80 ที่นั่ง,{'อังคาร - อาทิตย์': ['11:30 - 22:00']},"อาหารฝรั่งเศส,ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{""D'Eiffel (ดิ 'ไอเฟล)"": True, 'ที่จอดรถ': True, 'รับบัตรเครดิต': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
Surya Coffee Explorers,215/4 ซอย รามคำแหง 112 กรุงเทพมหานคร,4.1, 26 เรตติ้ง (20 รีวิว),"อันดับ #50 จาก 27,926", (101 - 250 บาท),11 - 40 ที่นั่ง,{'ทุกวัน': ['07:00 - 17:30']},"ร้านกาแฟ/ชา,คาเฟ่,เบเกอรี/เค้ก,","[{'Surya Coffee Explorers': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
Roots at,"335, ซอยทองหล่อ 17, คลองตันเหนือ, กรุงเทพมหานคร, 10110, ประเทศไทย กรุงเทพมหานคร (ตั้งอยู่ที : ร้านอยู่ ชั้น M)",4.2, 198 เรตติ้ง (152 รีวิว),อันดับ #6 จาก 947, (101 - 250 บาท),ไม่เกิน 10 ที่นั่ง,{'ทุกวัน': ['08:00 - 19:00']},"ร้านกาแฟ/ชา,","[{'Roots at': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True}]"
KRUA coffee (ครัว คอฟฟี่),"555/114, สุขาภิบาล5 ออเงิน สายไหม กรุงเทพมหานคร กรุงเทพมหานคร (หน้าร้านมีป้ายของโรงคั่ว RAK roastery)",3.9, 6 เรตติ้ง (2 รีวิว),อันดับ #1 จาก 739, (101 - 250 บาท),ไม่เกิน 10 ที่นั่ง,"{'อังคาร - ศุกร์': ['08:00 - 16:00'], 'เสาร์': ['08:00 - 17:00']}","ร้านกาแฟ/ชา,","[{'KRUA coffee (ครัว คอฟฟี่)': True, 'ที่จอดรถ': True, 'Wi-Fi': False, 'สัตว์เลี้ยงเข้าได้': False, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Samatea Cafe - สมาธิ คาเฟ่ (พระราม 2) (สมาธิ คาเฟ่ Samatea Cafe),117 พระรามที่ 2 ซอย 37 แขวง บางมด เขตจอมทอง กรุงเทพมหานคร 10150 ประเทศไทย กรุงเทพมหานคร (เข้าซอยพระราม 2/37 มา 100 เมตร ร้านอยู่ทางซ้ายมือ หัวมุมซอย 3),3.9, 67 เรตติ้ง (42 รีวิว),อันดับ #1 จาก 79, (101 - 250 บาท),11 - 40 ที่นั่ง,"{'จันทร์ - ศุกร์': ['10:00 - 17:00'], 'เสาร์, อาทิตย์': ['08:00 - 17:00']}","คาเฟ่,ร้านกาแฟ/ชา,เบเกอรี/เค้ก,","[{'Samatea Cafe - สมาธิ คาเฟ่ (พระราม 2) (สมาธิ คาเฟ่ Samatea Cafe)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
ฟาคาเฟย Fa Ka Fei (ฟาคาเฟย),99 ซอยเฉลิมเขต 4 กรุงเทพมหานคร,3.9, 17 เรตติ้ง (10 รีวิว),อันดับ #4 จาก 62, (101 - 250 บาท),11 - 40 ที่นั่ง,{'อังคาร - อาทิตย์': ['10:30 - 23:30']},"คาเฟ่,ร้านกาแฟ/ชา,ไอศกรีม,","[{'ฟาคาเฟย Fa Ka Fei (ฟาคาเฟย)': True, 'ที่จอดรถ': True, 'สัตว์เลี้ยงเข้าได้': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True, 'แอลกอฮอล์': True}]"
BLACK (Black Specialty Coffee & Slow bar),466/ 25 -26 ถ. พหลโยธิน แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร ประเทศไทย 10400 กรุงเทพมหานคร (466/25 26 พหลโยธิน แขวงสามเสนใน กรุงเทพมหานคร 10400),4.2, 32 เรตติ้ง (24 รีวิว),อันดับ #7 จาก 215, (101 - 250 บาท),,{'ทุกวัน': ['07:00 - 20:00']},"คาเฟ่,ร้านกาแฟ/ชา,ของหวาน,","[{'BLACK (Black Specialty Coffee & Slow bar)': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'เดลิเวอรี': True}]"
Nana Coffee Roasters,"92, กำแพงสีขาว/เลย Sab Indy ก่อนถึง SCG Express & Homepro  Bang Na Bang Na Bangkok กรุงเทพมหานคร (กำแพงสีขาว/เลย Sab Indy ก่อนถึง SCG Express & Homepro)",4.1, 25 เรตติ้ง (23 รีวิว),อันดับ #1 จาก 570, (101 - 250 บาท),,"{'จันทร์ - ศุกร์': ['07:00 - 17:30'], 'เสาร์, อาทิตย์': ['08:00 - 17:30']}","ร้านกาแฟ/ชา,","[{'Nana Coffee Roasters': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'รับบัตรเครดิต': False, 'เดลิเวอรี': True}]"
Davin cafe,อยู่ตรงข้ามแซ่บอินดี้ สาขาเลียบด่วน กรุงเทพมหานคร,4, 20 เรตติ้ง (11 รีวิว),อันดับ #1 จาก 391, (101 - 250 บาท),มากกว่า 150 ที่นั่ง,{'ทุกวัน': ['10:00 - 22:00']},"เบเกอรี/เค้ก,ร้านกาแฟ/ชา,อาหารฟิวชั่น,","[{'Davin cafe': True, 'ที่จอดรถ': True, 'Wi-Fi': False, 'รับบัตรเครดิต': False}]"
% Arabica,Floor 1 ICONSIAM 299 ถนน เจริญนคร กรุงเทพมหานคร,4, 167 เรตติ้ง (133 รีวิว),อันดับ #3 จาก 298, (101 - 250 บาท),,{'ทุกวัน': ['10:00 - 21:00']},"ร้านกาแฟ/ชา,","[{'% Arabica': True, 'ที่จอดรถ': True, 'Wi-Fi': True, 'สัตว์เลี้ยงเข้าได้': True, 'รับบัตรเครดิต': True, 'เดลิเวอรี': True, 'เหมาะสำหรับเด็กๆ': True, 'เหมาะสำหรับมาเป็นกลุ่ม': True}]"
